"caseid","date","event","comment","country1","country2","species","order","date2","year","post2017","decade","continent"
"20971","01/05/2018","Seizure","1 ocelot seized in the Flora and Fauna Protection Area, Usumacinta Canyon - 1 arrested","Mexico",NA,"Leopardus pardalis","Carnivora",2018-05-01,2018,TRUE,"2023","Asia"
"28558","01/05/2018","Seizure","Tiger bone, ivory, rhino horn, reptiles and other wildlife seized in Kunming, Yunnan - 22 arrested (1 charged)","China",NA,"17 species","Carnivora",2018-05-01,2018,TRUE,"2023","Asia"
"28560","01/05/2018","Seizure","1 tiger (180 kg) seized in Long Bien District, Hanoi - 3 convicted","Viet Nam",NA,"Panthera tigris","Carnivora",2018-05-01,2018,TRUE,"2023","Asia"
"38301","01/05/2018","Seizure","Voluntary transfer of a male and female jaguar to PROFEPA due to lack of maintenance funds","Mexico",NA,"Panthera onca","Carnivora",2018-05-01,2018,TRUE,"2023","Asia"
"17051","30/04/2018","Seizure","Seizure of a 2-month tiger cub inside a duffel bag abandoned by smugglers at the USA-Mexico border.","United States of America","Mexico","Panthera tigris","Carnivora",2018-04-30,2018,TRUE,"2023","Asia"
"15033","29/04/2018","Animal Injury / Mortality / Welfare","Two seals found dead from bullet wounds and drowing on the beach in Le Touquet, Opal Coast, reward offerred for killers","France",NA,"Phocidae","Carnivora",2018-04-29,2018,TRUE,"2023","Asia"
"13808","28/04/2018","Seizure","28 ivory objects, tiger and bear claws and hippo tooth seized in All'e9e de Villote, Occitanie - 1 suspect","France",NA,"4 species","Carnivora",2018-04-28,2018,TRUE,"2023","Asia"
"14105","26/04/2018","Seizure","Two Asiatic black bears rescued from a bear bile farm in Ninh Binh Province","Viet Nam",NA,"Ursus thibetanus","Carnivora",2018-04-26,2018,TRUE,"2023","Asia"
"15046","26/04/2018","Seizure","1276 antelope antlers, 156 mammoth ivory, 406 walrus tusks and other wildlife seized from truck at Hulin Port, Heilongjiang","China","Russian Federation","8 species","Carnivora",2018-04-26,2018,TRUE,"2023","Asia"
"17045","26/04/2018","Poaching / Illegal Harvesting","3 lions killed and mutilated in Bloemfontein","South Africa",NA,"Panthera leo","Carnivora",2018-04-26,2018,TRUE,"2023","Africa"
"13739","21/04/2018","Seizure","1 male Jaguar seized from a private home in Vista Hermosa, Morelos","Mexico",NA,"Panthera onca","Carnivora",2018-04-21,2018,TRUE,"2023","Asia"
"13749","21/04/2018","Seizure","1 Leopard skin seized in Lab'e9 - 1 arrested","Guinea",NA,"Panthera pardus","Carnivora",2018-04-21,2018,TRUE,"2023","Asia"
"17027","21/04/2018","Seizure","1 Leopard skin and 1 fake tiger skin seized in Kalyan, Maharashtra - 3 arrested","India",NA,"2 species","Carnivora",2018-04-21,2018,TRUE,"2023","Asia"
"15815","19/04/2018","Seizure","2 tiger cubs infused in wine seized on National Highway 1A, Dien Chau District, Nghe An - 1 arrested","Viet Nam",NA,"Panthera tigris","Carnivora",2018-04-19,2018,TRUE,"2023","Asia"
"15816","17/04/2018","Seizure","Eight frozen processed pangolins and four bear arms en route Hanoi to Cao Bang seized (My Dinh bus station - Hanoi)","Viet Nam",NA,"2 species","Carnivora",2018-04-17,2018,TRUE,"2023","Asia"
"17109","16/04/2018","Poaching / Illegal Harvesting","1 wolf killed in Ulfborg, Central Denmark Region - 1 charged","Denmark",NA,"Canis","Carnivora",2018-04-16,2018,TRUE,"2023","Asia"
"13447","15/04/2018","Seizure","1 Leopard skin seized in Rabodi, Thane, Maharashtra - 2 arrested","India",NA,"Panthera pardus","Carnivora",2018-04-15,2018,TRUE,"2023","Asia"
"17026","15/04/2018","Animal Injury / Mortality / Welfare","A female leopard shot dead with a .30 caliber weapon at 4am in the morning in Shahpur, India.","India",NA,"Panthera pardus","Carnivora",2018-04-15,2018,TRUE,"2023","Asia"
"13724","13/04/2018","Seizure","4,300 birds and mammals and 600 kg of various snakes seized from a truck in Nanchang, Jiangxi - 3 arrested","China",NA,"5 species","Carnivora",2018-04-13,2018,TRUE,"2023","Asia"
"15825","13/04/2018","Seizure","Stuffed tiger seized from Black Stone Princess Temple, Ha Noi","Viet Nam",NA,"Panthera tigris","Carnivora",2018-04-13,2018,TRUE,"2023","Asia"
"17087","13/04/2018","Poaching / Illegal Harvesting","1 Tiger killed in Belda, West Bengal - 2 suspects","India",NA,"Panthera tigris","Carnivora",2018-04-13,2018,TRUE,"2023","Asia"
"13725","11/04/2018","Human-Wildlife Conflict","11 lions poisoned in Queen Elizabeth National Park","Uganda",NA,"Panthera leo","Carnivora",2018-04-11,2018,TRUE,"2023","Asia"
"17054","03/04/2018","Seizure","1 Tiger skin seized in Ulhasnagar, Maharashtra - father and son arrested","India",NA,"Panthera tigris","Carnivora",2018-04-03,2018,TRUE,"2023","Asia"
"13298","02/04/2018","Animal Injury / Mortality / Welfare","Puma found dead by gunshot in Garame de Abajo","Mexico",NA,"Puma concolor","Carnivora",2018-04-02,2018,TRUE,"2023","Asia"
"15372","02/04/2018","Seizure","1 Buffalo tail, 1 Giraffe tail and 1 lion skin seized in and dry skin of lion in Mto Baragati Area of Serengeti National Park - 2 charged","Tanzania, United Republic of",NA,"3 species","Carnivora",2018-04-02,2018,TRUE,"2023","Asia"
"27690","02/04/2018","Seizure","12 vials of bear bile seized at Auckland International Airport - 1 convicted","New Zealand","China","Ursus thibetanus","Carnivora",2018-04-02,2018,TRUE,"2023","Asia"
"13269","01/04/2018","Seizure","1 Leopard skin seized in Guinea - 3 arrested","Guinea",NA,"Panthera pardus","Carnivora",2018-04-01,2018,TRUE,"2023","Asia"
"17038","01/04/2018","Poaching / Illegal Harvesting","1 male leopard killed after falling into a wild boar trap in Behshahr, Mazandaran","Iran, Islamic Republic of",NA,"Panthera pardus","Carnivora",2018-04-01,2018,TRUE,"2023","Asia"
"17106","01/04/2018","Seizure","Iberian lynx skin coat seized in Celanova, Ourense - 1 suspect","Spain",NA,"Lynx pardinus","Carnivora",2018-04-01,2018,TRUE,"2023","Asia"
"17119","01/04/2018","Seizure","1 stuffed American black bear seized from a car in Tudela, Navarra","Spain",NA,"Ursus americanus","Carnivora",2018-04-01,2018,TRUE,"2023","Asia"
"18901","01/04/2018","Seizure","1 bear gall bladder seized at Vladivostok Airport","Russian Federation","China","Ursidae","Carnivora",2018-04-01,2018,TRUE,"2023","Asia"
"18905","01/04/2018","Seizure","1 Eurasian Lynx skin and 1 plains zebra skin seized at Dusseldorf Airport - 1 suspect","Germany","Kazakhstan","2 species","Carnivora",2018-04-01,2018,TRUE,"2023","Asia"
"28556","01/04/2018","Seizure","1 adult tiger and 1 spider monkey seized from a residence in Chetumal, Quinta Roo","Mexico",NA,"2 species","Carnivora",2018-04-01,2018,TRUE,"2023","Asia"
"38327","01/04/2018","Seizure","132 specimens of wildlife at Tulancingo de Bravo Zoo, Hidalgo","Mexico",NA,"43 species","Carnivora",2018-04-01,2018,TRUE,"2023","Asia"
"13271","31/03/2018","Seizure","1 jaguar skin seized from a private residence in town of El Cuyo, Yucatan","Mexico",NA,"Panthera onca","Carnivora",2018-03-31,2018,TRUE,"2023","Asia"
"26217","30/03/2018","Seizure","3 tiger skins and 315 kg of ivory seized in multiple locations - 7 arrested (3 convicted)","China","Viet Nam","5 species","Carnivora",2018-03-30,2018,TRUE,"2023","Asia"
"13276","29/03/2018","Animal Injury / Mortality / Welfare","A dead male Jaguar, killed by gunshot wound found in Bay of Akumal","Mexico",NA,"Panthera onca","Carnivora",2018-03-29,2018,TRUE,"2023","Asia"
"13277","28/03/2018","Seizure","A white-nosed Coati seized from a private residence in Tlajomulco de Zuniga","Mexico",NA,"Nasua narica","Carnivora",2018-03-28,2018,TRUE,"2023","Asia"
"39980","27/03/2018","Seizure","1 Leopard skin and 8 teeth seized in Ghorai, Dang District - 1 arrested","Nepal",NA,"Panthera pardus","Carnivora",2018-03-27,2018,TRUE,"2023","Asia"
"14072","26/03/2018","Animal Injury / Mortality / Welfare","Female leopard found dead in Lingampet","India",NA,"Panthera pardus","Carnivora",2018-03-26,2018,TRUE,"2023","Asia"
"13299","25/03/2018","Seizure","2 lions and 3 macaws seized from a private residence in Viaducto Piedad, Mexico City","Mexico",NA,"3 species","Carnivora",2018-03-25,2018,TRUE,"2023","Asia"
"39224","25/03/2018","Seizure","1 Leopard skin and bone seized at Sagmootea tea estate, Assam - 2 arrested","India",NA,"Panthera pardus","Carnivora",2018-03-25,2018,TRUE,"2023","Asia"
"13302","24/03/2018","Seizure","1 jaguar cub and 1 tiger cub seized from a postal package at Tijuana International Airport","Mexico",NA,"2 species","Carnivora",2018-03-24,2018,TRUE,"2023","Asia"
"28553","22/03/2018","Seizure","Tiger and leopard bones found in sacks in the Rajaji Tiger Reserve","India",NA,"2 species","Carnivora",2018-03-22,2018,TRUE,"2023","Asia"
"28554","20/03/2018","Poaching / Illegal Harvesting","Tiger killed in Indok near the Sariska Tiger Reserve, four suspects arrested","India",NA,"Panthera tigris","Carnivora",2018-03-20,2018,TRUE,"2023","Asia"
"39226","19/03/2018","Seizure","1 Leopard skin and 5 kg of leopard bones seized at Adabari bus stand, Guwahati, Assam - 1 arrested","India",NA,"Panthera pardus","Carnivora",2018-03-19,2018,TRUE,"2023","Asia"
"39981","19/03/2018","Seizure","1 Leopard skin seized in Kaski District - 2 arrested","Nepal",NA,"Panthera pardus","Carnivora",2018-03-19,2018,TRUE,"2023","Asia"
"44922","19/03/2018","Seizure","Jaguar skull and teeth seized in Trinidad, Beni - 1 arrested","Bolivia (Plurinational State of)",NA,"Panthera onca","Carnivora",2018-03-19,2018,TRUE,"2023","Asia"
NA,NA,NA,NA,NA,NA,NA,"Carnivora",NA,NA,NA,"","Asia"
NA,NA,NA,NA,NA,NA,NA,"Carnivora",NA,NA,NA,"","Asia"
"15637","18/03/2018","Seizure","Various wildlife commodities including lion skull and elephant jaw seized in Mohema Village, one suspect arrested","Tanzania, United Republic of",NA,"13 species","Carnivora",2018-03-18,2018,TRUE,"2023","Asia"
"39139","17/03/2018","Animal Injury / Mortality / Welfare","1 leopard carcass found in the Neelum Valley, Azad Kashmir","Pakistan",NA,"Panthera pardus","Carnivora",2018-03-17,2018,TRUE,"2023","Asia"
"17097","15/03/2018","Seizure","2 lions and a tiger seized from Circus Francia in Murcia","Spain",NA,"2 species","Carnivora",2018-03-15,2018,TRUE,"2023","Asia"
"13081","14/03/2018","Animal Injury / Mortality / Welfare","126 dead birds of prey found in Standish, Lassen County, one man arrested","United States of America",NA,"5 species","Carnivora",2018-03-14,2018,TRUE,"2023","Asia"
"13059","11/03/2018","Seizure","7 tiger bones, 1 deer horn and 1 dead elephant seized in Gerik, Perak - 4 arrested","Malaysia","Indonesia","3 species","Carnivora",2018-03-11,2018,TRUE,"2023","Asia"
"39227","11/03/2018","Seizure","2 Leopard skins seized in Radi Top, Uttarkashi, Uttarakhand - 1 arrested","India",NA,"Panthera pardus","Carnivora",2018-03-11,2018,TRUE,"2023","Asia"
"15766","09/03/2018","Seizure","2 frozen tiger carcasses seized in Duc Trong District, Lam Dong - 1 fined","Viet Nam",NA,"Panthera tigris","Carnivora",2018-03-09,2018,TRUE,"2023","Asia"
"13261","08/03/2018","Seizure","1 Leopard killed and body parts seized in Vevaji, Maharashtra - 5 arrested","India",NA,"Panthera pardus","Carnivora",2018-03-08,2018,TRUE,"2023","Asia"
"38706","08/03/2018","Seizure","2 snow leopards, 1 wolf, tibetan wild ass skins and lynx skins seized in Golmud City - 8 suspects","China",NA,"4 species","Carnivora",2018-03-08,2018,TRUE,"2023","Asia"
"13228","06/03/2018","Seizure","2 live Leopards seized from a house in Mae Faek, Chiang Mai Province - 1 arrested","Thailand",NA,"Panthera pardus","Carnivora",2018-03-06,2018,TRUE,"2023","Asia"
"14084","04/03/2018","Animal Injury / Mortality / Welfare","Sumatran tiger killed and disembowled by people from a village in Hatupangan, North Sumatra","Indonesia",NA,"Panthera tigris sumatrae","Carnivora",2018-03-04,2018,TRUE,"2023","Asia"
"14183","03/03/2018","Seizure","1 Bengal tiger cub seized in Salina Cruz, Oaxaca","Mexico",NA,"Panthera tigris tigris","Carnivora",2018-03-03,2018,TRUE,"2023","Asia"
"13729","01/03/2018","Seizure","1 leopard skins and 4 guib skins seized in Tambacounda one Guinean national arrested","Senegal",NA,"2 species","Carnivora",2018-03-01,2018,TRUE,"2023","Asia"
"14075","01/03/2018","Smuggling / Illegal Trade (not elsewhere included)","54 captive-bred lions killed on a farm in Bloemfontein","South Africa",NA,"Panthera leo","Carnivora",2018-03-01,2018,TRUE,"2023","Africa"
"29002","01/03/2018","Seizure","4 carved ivory products & a walrus product seized in Cheltenham - 1 convicted","United Kingdom of Great Britain and Northern Ireland",NA,"2 species","Carnivora",2018-03-01,2018,TRUE,"2023","Asia"
"33943","01/03/2018","Seizure","Grizzly bear claws seized in Montana - 1 convicted","United States of America",NA,"Ursus arctos horribilis","Carnivora",2018-03-01,2018,TRUE,"2023","Asia"
"38379","01/03/2018","Seizure","1 female Bengal tiger cub seized in Uni'f3n de San Antonio, Jalisco","Mexico",NA,"Panthera tigris tigris","Carnivora",2018-03-01,2018,TRUE,"2023","Asia"
"13073","28/02/2018","Seizure","Skins from the heads of 2 lions, along with other specimens seized in Tambacounda, Senegal, two people arrested","Senegal",NA,"2 species","Carnivora",2018-02-28,2018,TRUE,"2023","Asia"
"13069","25/02/2018","Seizure","1 Leopard skin seized in Nagrakata, West Bengal - 2 arrested","India","2 countries","Panthera pardus","Carnivora",2018-02-25,2018,TRUE,"2023","Asia"
"14347","23/02/2018","Seizure","193 jaguar teeth, 3 skins, & other products seized from shop in La Ramada, Santa Cruz de la Sierra - 2 suspects","Bolivia (Plurinational State of)",NA,"4 species","Carnivora",2018-02-23,2018,TRUE,"2023","Asia"
"14795","23/02/2018","Seizure","5 Leopard teeth and 2 Leopard bones seized in Ntoum - 1 convicted","Gabon",NA,"Panthera pardus","Carnivora",2018-02-23,2018,TRUE,"2023","Asia"
"39228","21/02/2018","Seizure","2 Leopard skins seized in Kumharbedi, Madhya Pradesh - 2 arrested","India",NA,"Panthera pardus","Carnivora",2018-02-21,2018,TRUE,"2023","Asia"
"31748","20/02/2018","Seizure","2 leopard skins seized at Luangwa Market - 2 convicted","Zambia",NA,"Panthera pardus","Carnivora",2018-02-20,2018,TRUE,"2023","Asia"
"12925","18/02/2018","Seizure","244 animals seized from a wildlife centre named 'Cocodrilario La Palma' in San Blas, Nayarit","Mexico",NA,"8 species","Carnivora",2018-02-18,2018,TRUE,"2023","Asia"
"12990","14/02/2018","Seizure","1 tiger skin seized in Gariaband, Chhattisgarh - 2 arrested","India",NA,"Panthera tigris","Carnivora",2018-02-14,2018,TRUE,"2023","Asia"
"28762","14/02/2018","Human-Wildlife Conflict","Six lions and 74 vultures found dead in Ruaha National Park","Tanzania, United Republic of",NA,"2 species","Carnivora",2018-02-14,2018,TRUE,"2023","Asia"
"13066","13/02/2018","Seizure","1 Sumatran tiger skin seized in Bukit Mas, Langkat Regency, North Sumatra - 2 arrested","Indonesia",NA,"Panthera tigris sumatrae","Carnivora",2018-02-13,2018,TRUE,"2023","Asia"
"34535","10/02/2018","Seizure","1 live Cheetah seized in Tshabong, Kgalagadi - 6 arrested","Botswana","South Africa","Acinonyx jubatus","Carnivora",2018-02-10,2018,TRUE,"2023","Asia"
"12866","07/02/2018","Seizure","1 Bengal Tiger cub seized from New Tlaquepaque Truck Station in Jalisco","Mexico",NA,"Panthera tigris","Carnivora",2018-02-07,2018,TRUE,"2023","Asia"
"39229","07/02/2018","Seizure","1 Leopard skin seized in Ballabhgarh, Haryana - 1 arrested","India",NA,"Panthera pardus fusca","Carnivora",2018-02-07,2018,TRUE,"2023","Asia"
"14415","05/02/2018","Seizure","Objects made from rhino horn, 2 Asian black bear teeth and ivory products seized in Jurong West","Singapore",NA,"3 species","Carnivora",2018-02-05,2018,TRUE,"2023","Asia"
"12859","04/02/2018","Seizure","Multiple animal carcasses including black leopard seized at Thung Yai Naresuan Wildlife Sanctuary, Kanchanaburi - 4 convicted","Thailand",NA,"4 species","Carnivora",2018-02-04,2018,TRUE,"2023","Asia"
"15560","04/02/2018","Seizure","Emmanuel Jumanne of Singida was caught dealing and in possession of government trophy without permit","Tanzania, United Republic of",NA,"3 species","Carnivora",2018-02-04,2018,TRUE,"2023","Asia"
"38288","04/02/2018","Seizure","Seizure of 1 male Bengal tiger cub in Mexico","Mexico",NA,"Panthera tigris tigris","Carnivora",2018-02-04,2018,TRUE,"2023","Asia"
"39230","03/02/2018","Seizure","1 Leopard skin and 1 fake tiger skin seized in Warud, Maharashtra - 1 arrested","India",NA,"2 species","Carnivora",2018-02-03,2018,TRUE,"2023","Asia"
"39231","03/02/2018","Seizure","1 Leopard skin and bones seized on Birpara-Gairkata road, West Bengal - 1 arrested","India",NA,"Panthera pardus","Carnivora",2018-02-03,2018,TRUE,"2023","Asia"
"12827","02/02/2018","Seizure","Authorities raid a pig farm in Chonburi with falsified permit - Seized many protected wildlife including 12 tigers","Thailand",NA,"8 species","Carnivora",2018-02-02,2018,TRUE,"2023","Asia"
"12853","01/02/2018","Seizure","Over 1000 animal trophies seized from private residence of game hunter in Santa Domingo","Argentina",NA,"13 species","Carnivora",2018-02-01,2018,TRUE,"2023","Asia"
"28552","01/02/2018","Poaching / Illegal Harvesting","Poacher arrested for killing a tiger in the Sariska Tiger Reserve","India",NA,"3 species","Carnivora",2018-02-01,2018,TRUE,"2023","Asia"
"38360","01/02/2018","Seizure","1 Juvenile jaguar rescued due to welfare concerns in Guerrero","Mexico",NA,"Panthera onca","Carnivora",2018-02-01,2018,TRUE,"2023","Asia"
"39232","01/02/2018","Seizure","19 Leopard claws seized in Kasinayana, Andhra Pradesh - 3 charged","India",NA,"Panthera pardus","Carnivora",2018-02-01,2018,TRUE,"2023","Asia"
"39234","01/02/2018","Seizure","1 Leopard skin seized in Devidhura, Uttarakhand - 1 arrested","India","Nepal","Panthera pardus","Carnivora",2018-02-01,2018,TRUE,"2023","Asia"
"12948","30/01/2018","Seizure","1,000 kg of bear paws, 4 tiger bodies and other wildlife parts seized at Lake Khanka","Russian Federation","China","8 species","Carnivora",2018-01-30,2018,TRUE,"2023","Asia"
NA,NA,NA,NA,NA,NA,NA,"Carnivora",NA,NA,NA,"","Asia"
"39235","30/01/2018","Seizure","1 Leopard skin seized near Maharajke Park, Pithoragarh, Uttarakhand - 1 arrested","India","Nepal","Panthera pardus","Carnivora",2018-01-30,2018,TRUE,"2023","Asia"
"13039","29/01/2018","Seizure","Tiger and bear parts seized from a residence in Deli Serdang, one suspect convicted","Indonesia",NA,"5 species","Carnivora",2018-01-29,2018,TRUE,"2023","Asia"
"15633","29/01/2018","Seizure","Suzan Shauri was caught at Mkoka area Kongwa dealing with government trophy without permit.","Tanzania, United Republic of",NA,"Panthera pardus","Carnivora",2018-01-29,2018,TRUE,"2023","Asia"
"15724","29/01/2018","Seizure","21 Oriental Civets and 4 Asiatic brush-tailed porcupines seized on Highway 1A, Thua Thien'96Hue Province - 1 suspect arrested","Viet Nam",NA,"2 species","Carnivora",2018-01-29,2018,TRUE,"2023","Asia"
"14182","27/01/2018","Seizure","1 Bengal tiger cub seized from a house in Lindavista colony of Tepic","Mexico",NA,"Panthera tigris","Carnivora",2018-01-27,2018,TRUE,"2023","Asia"
"14727","27/01/2018","Seizure","200 furs seized from a couple at Istanbul'92s Atat'fcrk Airport","Turkey","Ukraine","Mustelidae","Carnivora",2018-01-27,2018,TRUE,"2023","Asia"
"39233","27/01/2018","Poaching / Illegal Harvesting","2 Leopards electrocuted in Varikuntla, Andhra Pradesh","India",NA,"Panthera pardus","Carnivora",2018-01-27,2018,TRUE,"2023","Asia"
"14082","26/01/2018","Human-Wildlife Conflict","Tiger found dead in Shehdol from electric fence","India",NA,"Panthera tigris","Carnivora",2018-01-26,2018,TRUE,"2023","Asia"
"12875","25/01/2018","Seizure","Seizure of meat and body parts of white-tailed deer and white-nosed Coati in Sierra de Huautla Reserve, two people detained","Mexico",NA,"2 species","Carnivora",2018-01-25,2018,TRUE,"2023","Asia"
"15732","24/01/2018","Seizure","Stuffed tiger seized from a bus in Thua Thien-Hue","Viet Nam",NA,"Panthera tigris","Carnivora",2018-01-24,2018,TRUE,"2023","Asia"
"39237","24/01/2018","Seizure","2 Leopard skins seized in Palia, Uttar Pradesh - 2 arrested","India","Nepal","Panthera pardus","Carnivora",2018-01-24,2018,TRUE,"2023","Asia"
"12887","23/01/2018","Seizure","One tiger skin seized in Yeshwanthpura, four suspects arrested","India",NA,"Panthera tigris","Carnivora",2018-01-23,2018,TRUE,"2023","Asia"
"13035","23/01/2018","Seizure","3 travellers arrested as they are found in possession of Jaguar teeth in Johan Adolf Pengel Airport, Suriname","Suriname",NA,"Panthera onca","Carnivora",2018-01-23,2018,TRUE,"2023","Asia"
"12367","21/01/2018","Seizure","1 Leopard skin seized in Solan, Himachal Pradesh - 2 arrested","India",NA,"Panthera pardus","Carnivora",2018-01-21,2018,TRUE,"2023","Asia"
"20983","18/01/2018","Seizure","578 kg pangolin scales and 478 kg ivory seized in Abidjan - 6 convicted","Cote d'Ivoire","5 countries","3 species","Carnivora",2018-01-18,2018,TRUE,"2023","Asia"
"39982","18/01/2018","Seizure","1 Leopard skin seized in New Road area, Kathmandu - 3 arrested","Nepal",NA,"Panthera pardus","Carnivora",2018-01-18,2018,TRUE,"2023","Asia"
"15954","17/01/2018","Seizure","Bears, tigers, snakes and porcupine body parts seized in Muaro Takung, West Sumatra - 1 arrested","Indonesia",NA,"4 species","Carnivora",2018-01-17,2018,TRUE,"2023","Asia"
"12858","16/01/2018","Seizure","400 animals seized from a house and metal hut in Hong Kong, two men arrested","Hong Kong",NA,"14 species","Carnivora",2018-01-16,2018,TRUE,"2023","Asia"
"12340","15/01/2018","Seizure","Three tigers were found killed near a protected forest zone in Laos","Lao People's Democratic Republic",NA,"Panthera tigris","Carnivora",2018-01-15,2018,TRUE,"2023","Asia"
"12348","15/01/2018","Seizure","40 items including rhino, elephant, tiger cubs and sperm whale teeth seized from properties in Burnley - 1 arrested","United Kingdom of Great Britain and Northern Ireland",NA,"10 species","Carnivora",2018-01-15,2018,TRUE,"2023","Asia"
"14172","15/01/2018","Animal Injury / Mortality / Welfare","34 Andean condors and a puma found dead in Los Molles, Malarg'fce, likely poisoned","Argentina",NA,"2 species","Carnivora",2018-01-15,2018,TRUE,"2023","Asia"
"12244","12/01/2018","Seizure","10 kg of mammoth and walrus tusks seized at Yemelyanovo Airport - 1 arrested","Russian Federation",NA,"2 species","Carnivora",2018-01-12,2018,TRUE,"2023","Asia"
"14722","11/01/2018","Seizure","Three raids conducted at Nurpur Bedi and one at Kiratpur Sahib, various wildlife seized","India",NA,"8 species","Carnivora",2018-01-11,2018,TRUE,"2023","Asia"
"14188","10/01/2018","Animal Injury / Mortality / Welfare","A Harbour seal found shot on beach of Salines aux Hemmes, killed by a poacher with shotgun","France",NA,"Phoca vitulina","Carnivora",2018-01-10,2018,TRUE,"2023","Asia"
"44832","10/01/2018","Poaching / Illegal Harvesting","1 Ocelot found dead in Belize City","Belize",NA,"Leopardus pardalis","Carnivora",2018-01-10,2018,TRUE,"2023","Asia"
"15744","07/01/2018","Seizure","Five frozen tigers, three Northern pig-tailed macaques, 20 teeth of carnivorous mammals and 30 kg of pangolin scales seized in a vehicle (Quang Ninh)","Viet Nam",NA,"4 species","Carnivora",2018-01-07,2018,TRUE,"2023","Asia"
"12347","04/01/2018","Enforcement Action / Prosecution","Three people jailed for trade in Sumatran Rhino and Tiger parts","Indonesia",NA,"Panthera tigris sumatrae","Carnivora",2018-01-04,2018,TRUE,"2023","Asia"
"15733","04/01/2018","Seizure","1 dead tiger (130 kg) seized in Huong Son District, Ha Tinh","Viet Nam",NA,"Panthera tigris","Carnivora",2018-01-04,2018,TRUE,"2023","Asia"
"12349","03/01/2018","Seizure","Wildlife meat, carcasses and trophies seized at Midpu Forest Checkpoint from vehicles travelling from various locations","India",NA,"5 species","Carnivora",2018-01-03,2018,TRUE,"2023","Asia"
"15734","02/01/2018","Seizure","3 dead Asiatic golden cats seized in Kim Boi District, Hoa Binh - 1 convicted","Viet Nam","Lao People's Democratic Republic","Catopuma temminckii","Carnivora",2018-01-02,2018,TRUE,"2023","Asia"
"12525","01/01/2018","Seizure","1 Leopard skin seized on India-Nepal border - 1 arrested","India","Nepal","Panthera pardus","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"14184","01/01/2018","Seizure","1 live Geoffreys cat seized in Dolores from a woman advertising it for sale on Facebook","Uruguay",NA,"Leopardus geoffroyi","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"17023","01/01/2018","Poaching / Illegal Harvesting","1 leopard poached in Dabola - 2 charged","Guinea",NA,"Panthera pardus","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"17115","01/01/2018","Seizure","1 brown bear seized from restaurent","Armenia",NA,"Ursus arctos","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"17117","01/01/2018","Poaching / Illegal Harvesting","1 sloth bear killed in Odisha State","India",NA,"Melursus ursinus","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"29950","01/01/2018","Seizure","2 rhino horns, tiger skulls, ivory, sperm whale teeth and other wildlife seized in Burnley - 1 convicted","United Kingdom of Great Britain and Northern Ireland","2 countries","5 species","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"34307","01/01/2018","Poaching / Illegal Harvesting","Polar bear killed in the Western Arctic - 1 convicted","Canada",NA,"Ursus maritimus","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"34524","01/01/2018","Seizure","1 Cheetah skin seized in Oman","Oman","United States of America","Acinonyx jubatus","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"35632","01/01/2018","Seizure","1 tiger skin seized in Asifabad, Telangana","India",NA,"Panthera tigris","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"37782","01/01/2018","Seizure","1 leopard skin seized in Estuaire Province - 1 convicted","Gabon",NA,"Panthera pardus","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"45618","01/01/2018","Seizure","1 leopard carcass seized in California - 1 convicted","United States of America","2 countries","Panthera pardus","Carnivora",2018-01-01,2018,TRUE,"2023","Asia"
"14076","31/12/2017","Poaching / Illegal Harvesting","Two lions poisoned in Alldays area, one died, two suspects arrested","South Africa",NA,"Panthera leo","Carnivora",2017-12-31,2017,TRUE,"2023","Africa"
"14086","31/12/2017","Seizure","2.48m tiger skin and 8.3kg of tiger bones seized in Khatima, two suspects arrested","India",NA,"Panthera tigris","Carnivora",2017-12-31,2017,TRUE,"2023","Asia"
"34539","31/12/2017","Seizure","1 live Cheetah cub and 3 dead seized in Toon, Somaliland","Somalia",NA,"Acinonyx jubatus","Carnivora",2017-12-31,2017,TRUE,"2023","Asia"
"14110","26/12/2017","Seizure","Ivory and lion paws seized in Mbamba, Niassa","Mozambique",NA,"2 species","Carnivora",2017-12-26,2017,TRUE,"2023","Asia"
"44831","26/12/2017","Poaching / Illegal Harvesting","1 jaguar killed in Belize City","Belize",NA,"Panthera onca","Carnivora",2017-12-26,2017,TRUE,"2023","Asia"
"14070","25/12/2017","Animal Injury / Mortality / Welfare","1 leopard body found in Shil Village, Mangrol under a highway bridge","India",NA,"Panthera pardus","Carnivora",2017-12-25,2017,TRUE,"2023","Asia"
"14067","22/12/2017","Seizure","1 leopard and 1 deer skin seized in Kasarvadawli, Maharashtra - 3 arrested","India",NA,"2 species","Carnivora",2017-12-22,2017,TRUE,"2023","Asia"
"31317","22/12/2017","Seizure","Female tiger cub seized in Louisiana","United States of America",NA,"Panthera tigris","Carnivora",2017-12-22,2017,TRUE,"2023","Asia"
